ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
1799,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Grizzly bear,Ursus arctos,Ursus arctos horribilis,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,Canada,Ya Ha Tinda,MacAulay et al. 2017,scientific paper,2017,No comparison
2304,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Grizzly bear,Ursus arctos,Ursus arctos horribilis,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,North America,USA,,MacKay et al. 2008,book,2008,No comparison
2361,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Grizzly bear,Ursus arctos,Ursus arctos horribilis,"nests, dens, clutches, coveys, roosts",Karelian Bear Dog,Spitz and primitive types,TRUE,,5,North America,USA,Alaska,Pedersen 2019,scientific paper,2019,No comparison
1870,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Grizzly bear,Ursus arctos,Ursus arctos horribilis,"nests, dens, clutches, coveys, roosts",Karelian Bear Dog,Spitz and primitive types,TRUE,,2,North America,USA,Alaska,Shideler 2015,popular science magazine,2015,Dogs are better
32,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Grizzly bear,Ursus arctos,Ursus arctos horribilis,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,Canada,,Wasser et al. 2004,scientific paper,2004,No comparison
1135,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,living individuals,Beagle,Scenthounds,TRUE,,1,North America,USA,,Curry et al. 2014,conference proceedings,2014,No comparison
154,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,"scat, urine, saliva, glandular secretion",Dutch Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,North America,Canada,,Gormezano&Rockwell 2013a,scientific paper,2013,No comparison
1770,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,USA,Artic region,Harington 1968,scientific paper,1968,No comparison
1769,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,2,North America,Canada,Arctic region,Harington 1968,scientific paper,1968,No comparison
1144,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,"nests, dens, clutches, coveys, roosts",Karelian Bear Dog,Spitz and primitive types,TRUE,,2,North America,USA,,Kirschhoffer 2013,scientific webpage,2013,No comparison
1871,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Polar bear,Ursus maritimus,,"nests, dens, clutches, coveys, roosts",Karelian Bear Dog,Spitz and primitive types,TRUE,,2,North America,USA,Alaska,Shideler 2015,popular science magazine,2015,Dogs are better
1555,Animalia,Chordata,Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra,Prongorn,Antilocapra americana,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,North America,USA,,Zwickel 2013,book,2013,Dogs are better
80,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,North Atlantic right whale,Eubalaena glacialis,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,Canada,,Hunt et al. 2006,scientific paper,2006,No comparison
96,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,North Atlantic right whale,Eubalaena glacialis,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,North America,Canada,,Rolland et al. 2006,scientific paper,2006,Dogs are better
1300,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,North Atlantic right whale,Eubalaena glacialis,,"scat, urine, saliva, glandular secretion",Rottweiler,Pinshers and Schnauzers,FALSE,,1,North America,Canada,,Rolland et al. 2006,scientific paper,2006,Dogs are better
478,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,North Atlantic right whale,Eubalaena glacialis,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,Canada,,Rolland et al. 2012,scientific paper,2012,No comparison
258,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,North Atlantic right whale,Eubalaena glacialis,,"scat, urine, saliva, glandular secretion",Rottweiler,Pinshers and Schnauzers,TRUE,,1,North America,Canada,,Roman 2006,popular science magazine,2006,Dogs are better
468,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Worldwide,,"Many countries, not specified",Campbell&Donlan 2005,scientific paper,2005,No comparison
1182,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,30,100,South America,Ecuador,Santiago Island (Galapagos),Cruz et al. 2009,scientific paper,2009,No comparison
1183,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,New Zealand Huntaway,not classified,TRUE,,100,South America,Ecuador,Santiago Island (Galapagos),Cruz et al. 2009,scientific paper,2009,No comparison
2490,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Fiji,Monuriki Island,Fisher et al. 2019,scientific paper,2019,No comparison
1529,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,,Forsyth et al. 2002,scientific paper,2002,No comparison
2344,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,Dirk Hartog Island,Heriot et al. 2019,scientific paper,2019,No comparison
2423,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Mexico,Guadalupe Island,Hernández-Montoya et al. 2019,scientific paper,2019,No comparison
417,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Northern Mariana Islands,Kessler 2002,scientific paper,2002,Mixed results
2244,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Raoul Island,Parkes 1990,scientific paper,1990,No comparison
2245,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,12,Oceania,New Zealand,Great Barrier Island,Parkes 1990,scientific paper,1990,No comparison
2246,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Mount Egmont National Park,Parkes 1990,scientific paper,1990,No comparison
1528,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,Lord Howe Island,Parkes et al. 2002,scientific paper,2002,No comparison
604,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Capra,Feral goat,Capra hircus,,living individuals,Breed not mentioned,not classified,FALSE,,2,North America,USA,Hawaii,Stone&Keith 1987,scientific paper,1987,No comparison
2120,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Border Collie,Sheepdogs and Cattledogs,TRUE,,2,Europe,Norway,,Hansen 2011,popular science magazine,2011,Dogs are better
2121,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Belgian Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,1,Europe,Norway,,Hansen 2011,popular science magazine,2011,Dogs are better
2122,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Pyrenean Mountain Dog,Pinshers and Schnauzers,TRUE,,1,Europe,Norway,,Hansen 2011,popular science magazine,2011,Dogs are better
2123,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Swedish Elkhound (Jämthund),Spitz and primitive types,TRUE,,1,Europe,Norway,,Hansen 2011,popular science magazine,2011,Dogs are better
2126,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Border Collie,Sheepdogs and Cattledogs,TRUE,,2,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2133,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Breed not mentioned,not classified,FALSE,,16,Europe,Sweden,,Hansen&Hind 2009,scientific paper,2009,No comparison
2132,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Finnish Spitz,Spitz and primitive types,FALSE,,1,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2131,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Alaskan Malamute,Spitz and primitive types,FALSE,,1,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2130,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2129,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Norwegian Elkhound,Spitz and primitive types,TRUE,,3,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2128,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2127,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Belgian Shepherd Dog,Sheepdogs and Cattledogs,TRUE,,2,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2125,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Swedish Elkhound (Jämthund),Spitz and primitive types,TRUE,,2,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2124,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Pyrenean Mountain Dog,Pinshers and Schnauzers,TRUE,,5,Europe,Norway,,Hansen&Hind 2009,scientific paper,2009,Dogs are better
2134,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,dead individuals,Breed not mentioned,not classified,FALSE,,10,Europe,Norway,,Hansen&Winje 2016,scientific paper,2016,Dogs are better
2343,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,Dirk Hartog Island,Heriot et al. 2019,scientific paper,2019,No comparison
2473,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,living individuals,Foxhound undetermined,Scenthounds,TRUE,,1,Middle America,Mexico,Socorro Island,Ortiz-Alcaraz et al. 2016,scientific paper,2016,No comparison
2472,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,living individuals,Beagle,Scenthounds,TRUE,,1,Middle America,Mexico,Socorro Island,Ortiz-Alcaraz et al. 2016,scientific paper,2016,No comparison
2419,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,living individuals,Foxhound undetermined,Scenthounds,TRUE,,1,Middle America,Mexico,Socorro Island,Ortiz-Alcaraz et al. 2019,scientific paper,2019,No comparison
2417,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Domestic sheep,Ovis aries,,living individuals,Beagle,Scenthounds,TRUE,,1,Middle America,Mexico,Socorro Island,Ortiz-Alcaraz et al. 2019,scientific paper,2019,No comparison
1934,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,Mouflon,Ovis orientalis,,living and dead individuals,Breed not mentioned,not classified,FALSE,,14,Europe,Sweden,,Haff 2010,scientific paper,2010,No comparison
766,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
763,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Dachshund,Dachshunds,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
764,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,4,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
761,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Dobermann,Pinshers and Schnauzers,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
765,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
768,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",German Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
767,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,FALSE,,2,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
762,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Common duiker,Sylvicapra pragrimmia,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
731,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Dachshund,Dachshunds,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
734,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
730,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
732,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,4,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
733,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
735,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,FALSE,,2,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
736,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",German Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
729,Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Syncerus,African buffalo,Syncerus caffer,,"scat, urine, saliva, glandular secretion",Dobermann,Pinshers and Schnauzers,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
1930,Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,Alces,Moose,Alces alces,,living and dead individuals,Breed not mentioned,not classified,FALSE,,14,Europe,Sweden,,Haff 2010,scientific paper,2010,No comparison
896,Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,Alces,Moose,Alces alces,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,USA,,Kretser et al. 2016,scientific paper,2016,Dogs are better
157,Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,Alces,Moose,Alces alces,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,USA,Adirondacks,Kretser&Glennon 2011,scientific paper,2011,No comparison
221,Animalia,Chordata,Mammalia,Cetartiodactyla,Cervidae,Alces,Moose,Alces alces,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,North America,Canada,,Lundin et al. 2015,scientific paper,2015,No comparison
