ID,Kingdom,Phylum,Class,Order,Family Latin,Genum Latin,Species Name English,Species Name Latin,Subspecies Name Latin,Target kind,Breed,FCI classification,Pure breed,Second breed,Number of dogs,Continent,Country,Country Specification,Ref_Abbreviation,Type of source,Year,Human comparison
1737,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Koala,Phascolarctos cinereus,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,3,Oceania,Australia,,Cristescu et al. 2019b,scientific paper,2019,Dogs are better
1738,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Koala,Phascolarctos cinereus,,living individuals,Breed not mentioned,not classified,FALSE,,1,Oceania,Australia,,Cristescu et al. 2019b,scientific paper,2019,Dogs are better
1740,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Koala,Phascolarctos cinereus,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,Queensland,Cristescu et al. 2019c,scientific paper,2019,No comparison
1128,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,Koala,Phascolarctos cinereus,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Oceania,Australia,,Woosnam&Wedrowicz 2017,scientific paper,2017,No comparison
1038,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous,Long-nosed potoroo,Potorous tridactylus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,,Bennett et al. 2017,conference proceedings,2017,No comparison
1785,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,Greater glider,Petauroides volans,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,FALSE,,1,Oceania,Australia,,Kearney 2018,newspaper,2018,No comparison
1031,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Australian Shepherd,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,,Berger 2017,book,2017,No comparison
2083,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals and nests,Australian Shepherd,Sheepdogs and Cattledogs,FALSE,,1,Europe,Germany,,Berger 2019,conference proceedings,2019,Dogs are better
2082,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals and nests,Breed not mentioned,not classified,FALSE,,1,Europe,Switzerland,,Berger 2019,conference proceedings,2019,Dogs are better
1715,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Australian Shepherd,Sheepdogs and Cattledogs,TRUE,,1,Europe,Germany,Berlin,Bordorrek 2019,newspaper,2019,No comparison
1399,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Islands,Griffith et al. 2015,scientific paper,2015,No comparison
2260,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,1,Oceania,New Zealand,Motutapu & Rangitoto Island,Griffiths&Towns 2008,scientific paper,2008,No comparison
2350,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals and nests,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,2,Europe,Switzerland,,Javurek 2020,popular science magazine,2020,No comparison
1374,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,Europe,United Kingdom,,K9 Magazine 2019,popular science webpage,2019,Dogs are better
2420,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Thompson&Ferguson 2019,scientific paper,2019,Dogs are better
355,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,1,Europe,United Kingdom,Scotland,Webster 2010,popular science webpage,2010,Dogs are better
354,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,United Kingdom,Scotland,Webster 2010,popular science webpage,2010,No comparison
1560,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,European hedgehog,Erinaceus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Germany,Borkum,Wiesenvögel LIFE 2013,popular science webpage,2013,No comparison
459,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,Indian musk shrew,Suncus murinus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Africa,Mauritius,,Varnham et al. 2002,scientific paper,2002,No comparison
315,Animalia,Chordata,Mammalia,Hylobatidae,Hylobatidae,Nomascus,Black-crested gibbon,Nomascus concolor,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Asia,China,,Everding 2012,scientific webpage,2012,No comparison
905,Animalia,Chordata,Mammalia,Hylobatidae,Hylobatidae,Nomascus,Black-crested gibbon,Nomascus concolor,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Asia,China,,Orkin et al. 2016,scientific paper,2016,Dogs are better
2496,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,Rock hyrax,Procavia capensis,,living individuals,Jack Russel Terrier,Terriers,TRUE,,3,Africa,South Africa,Marion Island,Bester et al. 2002,scientific paper,2002,No comparison
2495,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia,Rock hyrax,Procavia capensis,,living individuals,Breed not mentioned,not classified,FALSE,,2,Africa,South Africa,,Millar 1971,scientific paper,1971,No comparison
952,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,Lepus europaeus,,living individuals,Nova Scotia Duck Tolling Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Switzerland,,Karp 2015,popular science magazine,2015,Dogs are better
2352,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,Lepus europaeus,,living individuals,Nova Scotia Duck Tolling Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Europe,Switzerland,Reinach,Karp 2020,scientific paper,2020,Mixed results
1968,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,Lepus europaeus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Germany,,Van de Poel&Zehm 2014,scientific paper,2014,No comparison
1627,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,Lepus europaeus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2487,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,Lepus europaeus,Lepus europaeus meridiei,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Italy,Pianosa Island,Sposimo et al. 2019,scientific paper,2019,No comparison
1289,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Mountain hare,Lepus timidus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,Scotland,Watson et al. 1973,scientific paper,1973,No comparison
1440,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Mountain hare,Lepus timidus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,Scotland,Watson&Hewson 1973,scientific paper,1973,No comparison
1441,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Mountain hare,Lepus timidus,,living individuals,Setter undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,Scotland,Watson&Hewson 1973,scientific paper,1973,No comparison
1296,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Mountain hare,Lepus timidus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,Ireland,,Watson&O´Hare 1979c,scientific paper,1979,No comparison
1658,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motukorea/Browns,Bassett et al. 2016,scientific paper,2016,No comparison
1398,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Islands,Griffith et al. 2015,scientific paper,2015,No comparison
2257,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Motuihe Island,Griffiths 2011,scientific paper,2011,No comparison
2258,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Rangitoto and Motutapu Island,Griffiths 2011,scientific paper,2011,No comparison
2256,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,New Zealand,Lehua Island,Griffiths 2011,scientific paper,2011,No comparison
2263,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,4,Oceania,New Zealand,Motutapu & Rangitoto Island,Griffiths&Towns 2008,scientific paper,2008,No comparison
429,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,France,Île Saint-Paul,Micol&Jouventin 2002,scientific paper,2002,No comparison
2452,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Mexico,,Murphy et al. 2010,scientific paper,2010,No comparison
2453,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Jack Russel Terrier,Terriers,TRUE,,2,North America,USA,Hawaii,Murphy et al. 2010,scientific paper,2010,No comparison
341,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,3,Oceania,Australia,,Priddel et al. 2011,scientific paper,2011,No comparison
449,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,6,Oceania,Australia,Macquarie Island,Springer 2011,scientific paper,2011,No comparison
452,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Jack Russel Terrier,Terriers,TRUE,,2,Middle America,Mexico,,Tershy et al. 2002,scientific paper,2002,No comparison
455,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,1,Oceania,New Zealand,Enderby and Rose Island,Torr 2002,scientific paper,2002,Dogs are better
1582,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
1628,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Pointing dog undetermined,Pointers and Setters,FALSE,,2,Europe,United Kingdom,,Watson 2013,book,2013,No comparison
2449,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,European rabbit,Oryctolagus cuniculus,,living individuals,Breed not mentioned,not classified,FALSE,,2,Oceania,Australia,,Williams et al. 1995,scientific paper,1995,No comparison
1362,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,New England cottontail,Sylvilagus transitionalis,,"nests, dens, clutches, coveys, roosts",Breed not mentioned,not classified,FALSE,,1,North America,USA,,Hayes 2018,popular science webpage,2018,No comparison
1894,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Greater bilby,Macrotis lagotis,,living individuals and scat/saliva,English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Oceania,Australia,,Terrestrial Ecosystems 2018,popular science webpage,2018,No comparison
2428,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,Greater bilby,Macrotis lagotis,,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Oceania,Australia,,Thompson et al. 2020,scientific paper,2020,Dogs are better
749,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",English Springer Spaniel,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
745,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Dobermann,Pinshers and Schnauzers,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
746,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
748,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,4,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
750,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
751,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,FALSE,,2,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
752,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",German Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
747,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Burchell's zebra,Equus quagga,Equus quagga burchellii,"scat, urine, saliva, glandular secretion",Dachshund,Dachshunds,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
199,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Javan rhinoceros,Rhinoceros sondaicus,Rhinoceros sondaicus annamiticus,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,Asia,Vietnam,,Brook et al. 2011,popular science magazine,2011,No comparison
1545,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Javan rhinoceros,Rhinoceros sondaicus,Rhinoceros sondaicus annamiticus,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,43,1,Asia,Vietnam,,Brook et al. 2011,popular science magazine,2011,No comparison
1546,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Javan rhinoceros,Rhinoceros sondaicus,Rhinoceros sondaicus annamiticus,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,43,1,Asia,Vietnam,,Brook et al. 2012,scientific paper,2012,Dogs are worse
200,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,Javan rhinoceros,Rhinoceros sondaicus,Rhinoceros sondaicus annamiticus,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,Asia,Vietnam,,Brook et al. 2012,scientific paper,2012,Dogs are worse
1741,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Central American tapir,Tapirus bairdii,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,Middle America,Mexico,Veracruz,Cristóbal-Azkarate et al. 2014,scientific paper,2014,No comparison
1010,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Central American tapir,Tapirus bairdii,,living individuals,Breed not mentioned,not classified,FALSE,,2,Middle America,Nicaragua,,Koster 2011,scientific paper,2011,Dogs are better
1314,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,Central American tapir,Tapirus bairdii,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,Middle America,Mexico,,Mae-White Day 2017,scientific paper,2017,No comparison
1373,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,South american tapir,Tapirus terrestris,,living individuals,Hound undetermined,Scenthounds,FALSE,,3,South America,Bolivia,,Arambiza&Guerrero 2000,book,2000,No comparison
997,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,South american tapir,Tapirus terrestris,,living individuals,Breed not mentioned,not classified,FALSE,,3,South America,Bolivia,,Noss et al. 2002,scientific paper,2002,Dogs are better
1015,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,South american tapir,Tapirus terrestris,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Bolivia,,Noss et al. 2003,scientific paper,2003,No comparison
1467,Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,South american tapir,Tapirus terrestris,,living individuals,Breed not mentioned,not classified,FALSE,,2,South America,Bolivia,Gran Chaco,Noss et al. 2005,scientific paper,2005,No comparison
2454,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Philippine pangolin,Manis culionensis,,living individuals,Breed not mentioned,not classified,FALSE,,2,Asia,Philippines,Palawan,Schoppe et al. 2020,book,2020,No comparison
2442,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Philippine pangolin,Manis culionensis,,living individuals,Breed not mentioned,not classified,FALSE,,2,Asia,Philippines,,Willcox et al. 2019,scientific paper,2019,No comparison
2425,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Sunda pangolin,Manis javanica,,living individuals,Breed not mentioned,not classified,FALSE,,2,Asia,Vietnam,,Newton et al. 2008,scientific paper,2019,No comparison
1106,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Sunda pangolin,Manis javanica,,"scat, urine, saliva, glandular secretion",Australian Shepherd,Sheepdogs and Cattledogs,FALSE,,1,Asia,Nepal,,USAID 2018,popular science magazine,2018,No comparison
1107,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Sunda pangolin,Manis javanica,,"scat, urine, saliva, glandular secretion",Australian Shepherd,Sheepdogs and Cattledogs,FALSE,,1,Asia,Vietnam,,USAID 2018,popular science magazine,2018,No comparison
2443,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Chinese pangolin,Manis pentadactyla,,living individuals,Breed not mentioned,not classified,FALSE,,2,Asia,Nepal,Nangkholyang,Thapa et al. 2014,scientific paper,2014,No comparison
1104,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Chinese pangolin,Manis pentadactyla,,"scat, urine, saliva, glandular secretion",Australian Shepherd,Sheepdogs and Cattledogs,FALSE,,1,Asia,Nepal,,USAID 2018,popular science magazine,2018,No comparison
1105,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,Chinese pangolin,Manis pentadactyla,,"scat, urine, saliva, glandular secretion",Australian Shepherd,Sheepdogs and Cattledogs,FALSE,,1,Asia,Vietnam,,USAID 2018,popular science magazine,2018,No comparison
108,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Giant anteater,Myrmecophaga tridactyla,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,South America,Brazil,,Vynne et al. 2009,scientific paper,2009,No comparison
64,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Giant anteater,Myrmecophaga tridactyla,,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,3,South America,Brazil,,Vynne et al. 2011a,scientific paper,2011,No comparison
184,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,Giant anteater,Myrmecophaga tridactyla,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,3,South America,Brazil,,Vynne et al. 2011b,scientific paper,2011,No comparison
1747,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,Mantled howler,Alouatta palliata,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,Middle America,Mexico,Veracruz,Cristóbal-Azkarate et al. 2014,scientific paper,2014,No comparison
1746,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,Geoffroy´s spider monkey,Ateles geoffroyi,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,Middle America,Mexico,Veracruz,Cristóbal-Azkarate et al. 2014,scientific paper,2014,No comparison
1402,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,Geoffroy´s spider monkey,Ateles geoffroyi,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,1,Middle America,Nicaragua,,Hagell 2010,scientific paper,2010,No comparison
903,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Stump-tailed macaque,Macaca arctoides,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Asia,China,,Orkin et al. 2016,scientific paper,2016,Dogs are better
2414,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Rhesus macaque,Macaca mulatta,,living individuals,Mountain Cur,not classified,TRUE,,2,North America,USA,Puerto Rico,Hanson et al. 2019,scientific paper,2019,No comparison
904,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Indochinese gray langur,Trachypithecus crepusculus,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Asia,China,,Orkin et al. 2016,scientific paper,2016,Dogs are better
316,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Trachypithecus,Phayre's leaf monkey,Trachypithecus phayrei,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,Asia,China,,Everding 2012,scientific webpage,2012,No comparison
146,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,41,1,Africa,Cameroon,,Arandjelovic et al. 2015,scientific paper,2015,Dogs are better
147,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,Cameroon,,Arandjelovic et al. 2015,scientific paper,2015,Dogs are better
148,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,Cameroon,,Arandjelovic et al. 2015,scientific paper,2015,Dogs are better
389,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",FALSE,,1,Africa,Cameroon,,Crew 2015,popular science webpage,2015,Dogs are better
391,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Labrador Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,Cameroon,,Crew 2015,popular science webpage,2015,Dogs are better
390,Animalia,Chordata,Mammalia,Primates,Hominidae,Gorilla,Cross River gorilla,Gorilla gorilla,Gorilla gorilla diehli,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,TRUE,,1,Africa,Cameroon,,Crew 2015,popular science webpage,2015,Dogs are better
1310,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Asian elephant,Elephas maximus,,"scat, urine, saliva, glandular secretion",Malinois,Sheepdogs and Cattledogs,TRUE,,1,North America,USA,,Bossick 2016,newspaper,2016,No comparison
804,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Asian elephant,Elephas maximus,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,2,Asia,Myanmar,,Hedges et al. 2014,conference proceedings,2014,Dogs are better
790,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Breed not mentioned,not classified,FALSE,,17,Africa,,,Brueck 2015,newspaper,2015,No comparison
679,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Border Collie,Sheepdogs and Cattledogs,FALSE,,2,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
673,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Dobermann,Pinshers and Schnauzers,TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
680,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",German Shepherd Dog,Sheepdogs and Cattledogs,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
675,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Dachshund,Dachshunds,FALSE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
678,Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta,African elephant,Loxodonta africana,,"scat, urine, saliva, glandular secretion",Flat-Coated Retriever,"Retrievers, Flushing dogs, Water dogs",TRUE,,1,Africa,South Africa,,McKay 2014,scientific paper,2014,No comparison
